# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
writeAction.median.wait.ms,1788275127384000000,1788275187396000000,0
writeAction.wait.ms,1788275127384000000,1788275187396000000,14
writeAction.max.wait.ms,1788275127384000000,1788275187396000000,8
writeAction.count,1788275127384000000,1788275187396000000,7
compiler.ArtifactManagerBridge.dropMappings.ms,1788275127384000000,1788275187396000000,0
compiler.ArtifactManagerBridge.commit.ms,1788275127384000000,1788275187396000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1788275127384000000,1788275187396000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1788275127384000000,1788275187396000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1788275127384000000,1788275187396000000,3
compiler.ArtifactManagerBridge.getArtifacts.ms,1788275127384000000,1788275187396000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1788275127384000000,1788275187396000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1788275127384000000,1788275187396000000,1
compiler.ArtifactManagerBridge.addArtifact.ms,1788275127384000000,1788275187396000000,0
cacheStateStorage.set.duration,1788275127384000000,1788275187396000000,26
cacheStateStorage.set.counter,1788275127384000000,1788275187396000000,5
cacheStateStorage.get.duration,1788275127384000000,1788275187396000000,256
cacheStateStorage.get.counter,1788275127384000000,1788275187396000000,24
workspaceModel.cachedValueWithParameters.total.get.ms,1788275127384000000,1788275187396000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1788275127384000000,1788275187396000000,0
workspaceModel.workspaceFileIndexData.instances.count,1788275127384000000,1788275187396000000,1
workspaceModel.cachedValue.clear.ms,1788275127384000000,1788275187396000000,0
workspaceModel.cachedValue.total.get.ms,1788275127384000000,1788275187396000000,11
workspaceModel.pre.handlers.ms,1788275127384000000,1788275187396000000,0
workspaceModel.loading.total.ms,1788275127384000000,1788275187396000000,257
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1788275127384000000,1788275187396000000,2
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1788275127384000000,1788275187396000000,0
workspaceModel.workspaceFileIndexData.init.ms,1788275127384000000,1788275187396000000,44
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1788275127384000000,1788275187396000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1788275127384000000,1788275187396000000,29
workspaceModel.workspaceFileIndexData.processFileSets.ms,1788275127384000000,1788275187396000000,0
workspaceModel.loading.from.cache.ms,1788275127384000000,1788275187396000000,245
workspaceModel.check.recursive.update.ms,1788275127384000000,1788275187396000000,0
workspaceModel.cachedValue.calculated.ms,1788275127384000000,1788275187396000000,11
workspaceModel.workspaceFileIndexData.markDirty.ms,1788275127384000000,1788275187396000000,0
workspaceModel.full.replace.project.model.ms,1788275127384000000,1788275187396000000,4
workspaceModel.collect.changes.ms,1788275127384000000,1788275187396000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1788275127384000000,1788275187396000000,82
workspaceModel.update.unloaded.entities.ms,1788275127384000000,1788275187396000000,0
workspaceModel.to.snapshot.ms,1788275127384000000,1788275187396000000,1
workspaceModel.initializing.ms,1788275127384000000,1788275187396000000,2
workspaceModel.updates.ms,1788275127384000000,1788275187396000000,58
workspaceModel.updates.precise.ms,1788275127384000000,1788275187396000000,12
workspaceModel.updates.count,1788275127384000000,1788275187396000000,2
workspaceModel.cachedValueWithParameters.clear.ms,1788275127384000000,1788275187396000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1788275127384000000,1788275187396000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1788275127384000000,1788275187396000000,14
workspaceModel.cachedValue.from.cache.ms,1788275127384000000,1788275187396000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1788275127384000000,1788275187396000000,0
workspaceModel.replace.project.model.ms,1788275127384000000,1788275187396000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1788275127384000000,1788275187396000000,5
workspaceModel.init.bridges.ms,1788275127384000000,1788275187396000000,2
jps.load.project.to.empty.storage.ms,1788275127384000000,1788275187396000000,65
