# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.GC.collectionTimesMs,1789085656575000000,1789085716614000000,162
JVM.totalCpuTimeMs,1789085656575000000,1789085716614000000,62449
JVM.threadCount,1789085656575000000,1789085716614000000,135
OS.loadAverage,1789085656575000000,1789085716614000000,2.4111328125
JVM.totalBytesAllocated,1789085656575000000,1789085716614000000,1566606504
JVM.maxThreadCount,1789085656575000000,1789085716614000000,137
JVM.totalDirectByteBuffersBytes,1789085656575000000,1789085716614000000,215586366
JVM.usedHeapBytes,1789085656575000000,1789085716614000000,319771888
JVM.usedNativeBytes,1789085656575000000,1789085716614000000,327023040
JVM.newThreadsCount,1789085656575000000,1789085716614000000,234
JVM.GC.collections,1789085656575000000,1789085716614000000,21
JVM.maxHeapBytes,1789085656575000000,1789085716614000000,2147483648
cacheStateStorage.set.counter,1789085656575000000,1789085716614000000,3
cacheStateStorage.get.counter,1789085656575000000,1789085716614000000,23
cacheStateStorage.set.duration,1789085656575000000,1789085716614000000,11
cacheStateStorage.get.duration,1789085656575000000,1789085716614000000,248
FilePageCacheLockFree.housekeeperTimeSpentMs,1789085656575000000,1789085716614000000,0
FilePageCache.pageHits,1789085656575000000,1789085716614000000,0
FilePageCacheLockFree.totalPagesReadMs,1789085656575000000,1789085716614000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1789085656575000000,1789085716614000000,0
MappedFileStorage.totalBytesMapped,1789085656575000000,1789085716614000000,177471488
DirectByteBufferAllocator.hits,1789085656575000000,1789085716614000000,3
FilePageCache.uncachedFileAccess,1789085656575000000,1789085716614000000,118
DirectByteBufferAllocator.reclaimed,1789085656575000000,1789085716614000000,3
DirectByteBufferAllocator.misses,1789085656575000000,1789085716614000000,205
FilePageCacheLockFree.totalBytesRequested,1789085656575000000,1789085716614000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1789085656575000000,1789085716614000000,69867
FilePageCacheLockFree.totalHeapBytesReclaimed,1789085656575000000,1789085716614000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1789085656575000000,1789085716614000000,212877312
StorageLockContext.competingThreads.max,1789085656575000000,1789085716614000000,0
FilePageCacheLockFree.totalPagesWriteMs,1789085656575000000,1789085716614000000,0
FilePageCache.capacityInBytes,1789085656575000000,1789085716614000000,503316478
StorageLockContext.competingThreads.90P,1789085656575000000,1789085716614000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1789085656575000000,1789085716614000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1789085656575000000,1789085716614000000,5257
FilePageCacheLockFree.housekeeperTurnsDone,1789085656575000000,1789085716614000000,0
StreamlinedBlobStorage.recordsDeleted,1789085656575000000,1789085716614000000,19
MappedFileStorage.totalPagesMapped,1789085656575000000,1789085716614000000,10
