# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
StorageLockContext.competingThreads.max,1788912884226000000,1788912944274000000,0
DirectByteBufferAllocator.misses,1788912884226000000,1788912944274000000,205
FilePageCacheLockFree.totalHeapBytesReclaimed,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.totalPagesReclaimed,1788912884226000000,1788912944274000000,0
FilePageCache.disposedBuffers,1788912884226000000,1788912944274000000,3
DirectByteBufferAllocator.hits,1788912884226000000,1788912944274000000,3
StorageLockContext.competingThreads.90P,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1788912884226000000,1788912944274000000,0
FilePageCache.pageLoads,1788912884226000000,1788912944274000000,208
FilePageCacheLockFree.nativeBytesInUse,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.totalBytesRead,1788912884226000000,1788912944274000000,0
FilePageCache.pageFastCacheHits,1788912884226000000,1788912944274000000,4393
FilePageCache.maxCacheSizeInBytes,1788912884226000000,1788912944274000000,212877312
FilePageCache.pageHits,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.totalBytesWritten,1788912884226000000,1788912944274000000,0
MappedFileStorage.totalPagesMapped,1788912884226000000,1788912944274000000,10
FilePageCacheLockFree.totalPagesReadMs,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.totalBytesRequested,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.heapBytesInUse,1788912884226000000,1788912944274000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1788912884226000000,1788912944274000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1788912884226000000,1788912944274000000,0
StorageLockContext.competingThreads.avg,1788912884226000000,1788912944274000000,0.0
FilePageCacheLockFree.totalPagesHandedOver,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.totalPagesWriteMs,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.totalPagesRequested,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.totalPagesWritten,1788912884226000000,1788912944274000000,0
MappedFileStorage.totalBytesMapped,1788912884226000000,1788912944274000000,177471488
FilePageCache.totalPageLoadsUs,1788912884226000000,1788912944274000000,276206
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1788912884226000000,1788912944274000000,213058
FilePageCacheLockFree.totalPagesAllocated,1788912884226000000,1788912944274000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1788912884226000000,1788912944274000000,69851
StreamlinedBlobStorage.recordsAllocated,1788912884226000000,1788912944274000000,2665
FilePageCache.maxRegisteredFiles,1788912884226000000,1788912944274000000,555
FilePageCacheLockFree.totalClosedStoragesReclaimed,1788912884226000000,1788912944274000000,0
DirectByteBufferAllocator.reclaimed,1788912884226000000,1788912944274000000,3
StreamlinedBlobStorage.recordsDeleted,1788912884226000000,1788912944274000000,19
MappedFileStorage.totalTimeSpentOnMappingUs,1788912884226000000,1788912944274000000,8144
DirectByteBufferAllocator.disposed,1788912884226000000,1788912944274000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1788912884226000000,1788912944274000000,212877312
FilePageCache.capacityInBytes,1788912884226000000,1788912944274000000,503316478
FilePageCache.totalPageDisposalsUs,1788912884226000000,1788912944274000000,2384
FilePageCacheLockFree.housekeeperTurnsSkipped,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1788912884226000000,1788912944274000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1788912884226000000,1788912944274000000,0
StreamlinedBlobStorage.recordsRelocated,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1788912884226000000,1788912944274000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1788912884226000000,1788912944274000000,0
FilePageCache.uncachedFileAccess,1788912884226000000,1788912944274000000,118
FilePageCacheLockFree.totalNativeBytesAllocated,1788912884226000000,1788912944274000000,0
MappedFileStorage.storages,1788912884226000000,1788912944274000000,10
AWTEventQueue.dispatchTimeMaxNs,1788912884226000000,1788912944274000000,136191
FlushQueue.queueSize90P,1788912884226000000,1788912944274000000,0
FlushQueue.waitingTimeMaxNs,1788912884226000000,1788912944274000000,115199
FlushQueue.executionTime90PNs,1788912884226000000,1788912944274000000,29951
AWTEventQueue.dispatchTimeTotalNS,1788912884226000000,1788912944274000000,6824067450
NonBlockingReadAction.failedExecutionsCount,1788912884226000000,1788912944274000000,1
WriteAction.executionsCount,1788912884226000000,1788912944274000000,7
AWTEventQueue.dispatchTime90PNs,1788912884226000000,1788912944274000000,136191
AWTEventQueue.dispatchTimeAvgNs,1788912884226000000,1788912944274000000,135680.0
FlushQueue.queueSizeMax,1788912884226000000,1788912944274000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1788912884226000000,1788912944274000000,423606
FlushQueue.tasksExecuted,1788912884226000000,1788912944274000000,1
FlushQueue.waitingTimeAvgNs,1788912884226000000,1788912944274000000,114944.0
FlushQueue.waitingTime90PNs,1788912884226000000,1788912944274000000,115199
NonBlockingReadAction.failedExecutionTimeUs,1788912884226000000,1788912944274000000,11445
ReadAction.executionsCount,1788912884226000000,1788912944274000000,19727
NonBlockingReadAction.finalizedExecutionsCount,1788912884226000000,1788912944274000000,23
FlushQueue.executionTimeAvgNs,1788912884226000000,1788912944274000000,29888.0
AWTEventQueue.eventsDispatched,1788912884226000000,1788912944274000000,1
FlushQueue.executionTimeMaxNs,1788912884226000000,1788912944274000000,29951
FlushQueue.queueSizeAvg,1788912884226000000,1788912944274000000,0.0
workspaceModel.initializing.ms,1788912884226000000,1788912944274000000,2
workspaceModel.cachedValue.total.get.ms,1788912884226000000,1788912944274000000,7
workspaceModel.cachedValue.clear.ms,1788912884226000000,1788912944274000000,0
workspaceModel.cachedValue.calculated.ms,1788912884226000000,1788912944274000000,7
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1788912884226000000,1788912944274000000,5
