# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
writeAction.count,1788219188852000000,1788219248891000000,13
writeAction.wait.ms,1788219188852000000,1788219248891000000,28
writeAction.max.wait.ms,1788219188852000000,1788219248891000000,19
writeAction.median.wait.ms,1788219188852000000,1788219248891000000,0
cacheStateStorage.get.duration,1788219188852000000,1788219248891000000,264
cacheStateStorage.get.counter,1788219188852000000,1788219248891000000,24
cacheStateStorage.set.duration,1788219188852000000,1788219248891000000,12
cacheStateStorage.set.counter,1788219188852000000,1788219248891000000,3
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1788219188852000000,1788219248891000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1788219188852000000,1788219248891000000,1
compiler.ArtifactManagerBridge.getArtifacts.ms,1788219188852000000,1788219248891000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1788219188852000000,1788219248891000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1788219188852000000,1788219248891000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1788219188852000000,1788219248891000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1788219188852000000,1788219248891000000,2
compiler.ArtifactManagerBridge.addArtifact.ms,1788219188852000000,1788219248891000000,0
compiler.ArtifactManagerBridge.commit.ms,1788219188852000000,1788219248891000000,0
FlushQueue.waitingTimeMaxNs,1788219188852000000,1788219248891000000,0
NonBlockingReadAction.failedExecutionTimeUs,1788219188852000000,1788219248891000000,0
AWTEventQueue.eventsDispatched,1788219188852000000,1788219248891000000,0
FlushQueue.queueSizeMax,1788219188852000000,1788219248891000000,0
AWTEventQueue.dispatchTime90PNs,1788219188852000000,1788219248891000000,0
FlushQueue.queueSize90P,1788219188852000000,1788219248891000000,0
FlushQueue.tasksExecuted,1788219188852000000,1788219248891000000,0
ReadAction.executionsCount,1788219188852000000,1788219248891000000,27182
AWTEventQueue.dispatchTimeAvgNs,1788219188852000000,1788219248891000000,0.0
FlushQueue.waitingTime90PNs,1788219188852000000,1788219248891000000,0
NonBlockingReadAction.failedExecutionsCount,1788219188852000000,1788219248891000000,0
WriteAction.executionsCount,1788219188852000000,1788219248891000000,13
FlushQueue.queueSizeAvg,1788219188852000000,1788219248891000000,0.0
FlushQueue.waitingTimeAvgNs,1788219188852000000,1788219248891000000,0.0
FlushQueue.executionTimeAvgNs,1788219188852000000,1788219248891000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1788219188852000000,1788219248891000000,614033
AWTEventQueue.dispatchTimeMaxNs,1788219188852000000,1788219248891000000,0
NonBlockingReadAction.finalizedExecutionsCount,1788219188852000000,1788219248891000000,47
AWTEventQueue.dispatchTimeTotalNS,1788219188852000000,1788219248891000000,6897404705
FlushQueue.executionTime90PNs,1788219188852000000,1788219248891000000,0
FlushQueue.executionTimeMaxNs,1788219188852000000,1788219248891000000,0
FileNameCache.totalMisses,1788219188852000000,1788219248891000000,0
VFS.invertedFileNameIndex.requests,1788219188852000000,1788219248891000000,0
VFS.fileChildByName,1788219188852000000,1788219248891000000,1317
FileNameCache.queries,1788219188852000000,1788219248891000000,0
VFS.fileByIdCache.hits,1788219188852000000,1788219248891000000,0
VFS.fileByIdCache.misses,1788219188852000000,1788219248891000000,22
OS.loadAverage,1788219188852000000,1788219248891000000,2.4521484375
JVM.totalBytesAllocated,1788219188852000000,1788219248891000000,1180571528
JVM.usedNativeBytes,1788219188852000000,1788219248891000000,292873936
JVM.maxThreadCount,1788219188852000000,1788219248891000000,149
JVM.totalCpuTimeMs,1788219188852000000,1788219248891000000,50992
JVM.GC.collections,1788219188852000000,1788219248891000000,20
JVM.totalDirectByteBuffersBytes,1788219188852000000,1788219248891000000,238584981
JVM.usedHeapBytes,1788219188852000000,1788219248891000000,222697984
JVM.newThreadsCount,1788219188852000000,1788219248891000000,169
JVM.threadCount,1788219188852000000,1788219248891000000,144
