# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.totalBytesAllocated,1789084677224000000,1789084737234000000,1248736608
JVM.newThreadsCount,1789084677224000000,1789084737234000000,366
JVM.usedHeapBytes,1789084677224000000,1789084737234000000,201973248
OS.loadAverage,1789084677224000000,1789084737234000000,2.74658203125
JVM.maxHeapBytes,1789084677224000000,1789084737234000000,2147483648
JVM.totalCpuTimeMs,1789084677224000000,1789084737234000000,55810
JVM.maxThreadCount,1789084677224000000,1789084737234000000,165
JVM.GC.collectionTimesMs,1789084677224000000,1789084737234000000,163
JVM.totalDirectByteBuffersBytes,1789084677224000000,1789084737234000000,234673471
JVM.usedNativeBytes,1789084677224000000,1789084737234000000,276162568
JVM.GC.collections,1789084677224000000,1789084737234000000,21
JVM.threadCount,1789084677224000000,1789084737234000000,162
FilePageCacheLockFree.totalPagesReclaimed,1789084677224000000,1789084737234000000,0
MappedFileStorage.totalPagesMapped,1789084677224000000,1789084737234000000,15
FilePageCacheLockFree.totalPagesHandedOver,1789084677224000000,1789084737234000000,0
FilePageCache.uncachedFileAccess,1789084677224000000,1789084737234000000,118
FilePageCacheLockFree.totalPagesWritten,1789084677224000000,1789084737234000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1789084677224000000,1789084737234000000,213198
FilePageCacheLockFree.totalBytesRequested,1789084677224000000,1789084737234000000,0
FilePageCacheLockFree.totalBytesWritten,1789084677224000000,1789084737234000000,0
FilePageCache.pageHits,1789084677224000000,1789084737234000000,0
StorageLockContext.competingThreads.avg,1789084677224000000,1789084737234000000,0.10084033613445378
FilePageCache.maxRegisteredFiles,1789084677224000000,1789084737234000000,555
FilePageCache.capacityInBytes,1789084677224000000,1789084737234000000,503316478
FilePageCache.totalPageLoadsUs,1789084677224000000,1789084737234000000,422171
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1789084677224000000,1789084737234000000,69867
FilePageCache.totalPageDisposalsUs,1789084677224000000,1789084737234000000,2466
StorageLockContext.competingThreads.max,1789084677224000000,1789084737234000000,12
StorageLockContext.competingThreads.90P,1789084677224000000,1789084737234000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1789084677224000000,1789084737234000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1789084677224000000,1789084737234000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1789084677224000000,1789084737234000000,0
FilePageCacheLockFree.heapBytesInUse,1789084677224000000,1789084737234000000,0
FilePageCacheLockFree.nativeBytesInUse,1789084677224000000,1789084737234000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1789084677224000000,1789084737234000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1789084677224000000,1789084737234000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1789084677224000000,1789084737234000000,0
FilePageCache.disposedBuffers,1789084677224000000,1789084737234000000,3
DirectByteBufferAllocator.hits,1789084677224000000,1789084737234000000,3
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1789084677224000000,1789084737234000000,231751680
FilePageCacheLockFree.housekeeperTimeSpentMs,1789084677224000000,1789084737234000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1789084677224000000,1789084737234000000,9841
FilePageCacheLockFree.housekeeperTurnsDone,1789084677224000000,1789084737234000000,0
MappedFileStorage.totalBytesMapped,1789084677224000000,1789084737234000000,198443008
DirectByteBufferAllocator.misses,1789084677224000000,1789084737234000000,223
MappedFileStorage.storages,1789084677224000000,1789084737234000000,15
StreamlinedBlobStorage.recordsRelocated,1789084677224000000,1789084737234000000,0
StreamlinedBlobStorage.recordsDeleted,1789084677224000000,1789084737234000000,19
FilePageCache.pageLoads,1789084677224000000,1789084737234000000,226
FilePageCache.pageFastCacheHits,1789084677224000000,1789084737234000000,4438
FilePageCacheLockFree.totalPageAllocationsWaited,1789084677224000000,1789084737234000000,0
FilePageCache.maxCacheSizeInBytes,1789084677224000000,1789084737234000000,231751680
FilePageCacheLockFree.totalBytesRead,1789084677224000000,1789084737234000000,0
