# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.misses,1788057800429000000,1788057860466000000,197
MappedFileStorage.storages,1788057800429000000,1788057860466000000,6
FilePageCache.disposedBuffers,1788057800429000000,1788057860466000000,5
FilePageCache.pageLoads,1788057800429000000,1788057860466000000,202
MappedFileStorage.totalPagesMapped,1788057800429000000,1788057860466000000,6
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1788057800429000000,1788057860466000000,204488704
FilePageCache.pageFastCacheHits,1788057800429000000,1788057860466000000,13772
FilePageCache.maxRegisteredFiles,1788057800429000000,1788057860466000000,542
FilePageCacheLockFree.totalClosedStoragesReclaimed,1788057800429000000,1788057860466000000,0
FilePageCache.uncachedFileAccess,1788057800429000000,1788057860466000000,339
DirectByteBufferAllocator.hits,1788057800429000000,1788057860466000000,5
StreamlinedBlobStorage.recordsRelocated,1788057800429000000,1788057860466000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1788057800429000000,1788057860466000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1788057800429000000,1788057860466000000,0
DirectByteBufferAllocator.reclaimed,1788057800429000000,1788057860466000000,5
FilePageCache.pageHits,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.totalPagesReadMs,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.totalPagesWritten,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.nativeBytesInUse,1788057800429000000,1788057860466000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1788057800429000000,1788057860466000000,840
FilePageCacheLockFree.totalPagesRequestsMs,1788057800429000000,1788057860466000000,0
FilePageCache.maxCacheSizeInBytes,1788057800429000000,1788057860466000000,204488704
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1788057800429000000,1788057860466000000,85
FilePageCacheLockFree.heapBytesInUse,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.totalPagesReclaimed,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.totalBytesRequested,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1788057800429000000,1788057860466000000,0
StorageLockContext.competingThreads.90P,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1788057800429000000,1788057860466000000,0
StorageLockContext.competingThreads.avg,1788057800429000000,1788057860466000000,0.0
FilePageCacheLockFree.housekeeperTurnsSkipped,1788057800429000000,1788057860466000000,0
FilePageCache.totalPageDisposalsUs,1788057800429000000,1788057860466000000,2408
FilePageCacheLockFree.totalPagesAllocated,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.totalPagesRequested,1788057800429000000,1788057860466000000,0
StreamlinedBlobStorage.recordsDeleted,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1788057800429000000,1788057860466000000,0
StorageLockContext.competingThreads.max,1788057800429000000,1788057860466000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1788057800429000000,1788057860466000000,2288504
FilePageCacheLockFree.totalBytesWritten,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.totalBytesRead,1788057800429000000,1788057860466000000,0
FilePageCache.totalPageLoadsUs,1788057800429000000,1788057860466000000,233388
FilePageCacheLockFree.totalPageAllocationsWaited,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.totalPagesHandedOver,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1788057800429000000,1788057860466000000,0
DirectByteBufferAllocator.disposed,1788057800429000000,1788057860466000000,0
FilePageCache.capacityInBytes,1788057800429000000,1788057860466000000,503316478
FilePageCacheLockFree.housekeeperTurnsDone,1788057800429000000,1788057860466000000,0
FilePageCacheLockFree.totalPagesWriteMs,1788057800429000000,1788057860466000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1788057800429000000,1788057860466000000,0
StreamlinedBlobStorage.recordsAllocated,1788057800429000000,1788057860466000000,12
MappedFileStorage.totalBytesMapped,1788057800429000000,1788057860466000000,164626432
writeAction.wait.ms,1788057800429000000,1788057860466000000,0
writeAction.count,1788057800429000000,1788057860466000000,1
writeAction.max.wait.ms,1788057800429000000,1788057860466000000,0
writeAction.median.wait.ms,1788057800429000000,1788057860466000000,0
FlushQueue.waitingTimeMaxNs,1788057800429000000,1788057860466000000,0
FlushQueue.queueSizeMax,1788057800429000000,1788057860466000000,0
FlushQueue.executionTime90PNs,1788057800429000000,1788057860466000000,0
AWTEventQueue.dispatchTime90PNs,1788057800429000000,1788057860466000000,0
FlushQueue.tasksExecuted,1788057800429000000,1788057860466000000,0
AWTEventQueue.eventsDispatched,1788057800429000000,1788057860466000000,0
FlushQueue.queueSize90P,1788057800429000000,1788057860466000000,0
FlushQueue.waitingTime90PNs,1788057800429000000,1788057860466000000,0
FlushQueue.executionTimeMaxNs,1788057800429000000,1788057860466000000,0
FlushQueue.executionTimeAvgNs,1788057800429000000,1788057860466000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1788057800429000000,1788057860466000000,0.0
FlushQueue.waitingTimeAvgNs,1788057800429000000,1788057860466000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1788057800429000000,1788057860466000000,0
WriteAction.executionsCount,1788057800429000000,1788057860466000000,1
ReadAction.executionsCount,1788057800429000000,1788057860466000000,36
FlushQueue.queueSizeAvg,1788057800429000000,1788057860466000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1788057800429000000,1788057860466000000,1298221581
cacheStateStorage.set.duration,1788057800429000000,1788057860466000000,0
cacheStateStorage.get.duration,1788057800429000000,1788057860466000000,0
cacheStateStorage.get.counter,1788057800429000000,1788057860466000000,2
cacheStateStorage.set.counter,1788057800429000000,1788057860466000000,0
IndexesFlusher.totalFlushes,1788057800429000000,1788057860466000000,60
IndexesFlusher.totalFlushesRetried,1788057800429000000,1788057860466000000,2
IndexesFlusher.totalFlushingTimeUs,1788057800429000000,1788057860466000000,357126
IndexesFlusher.totalContentionQuotaSpent,1788057800429000000,1788057860466000000,64
FileNameCache.queries,1788057800429000000,1788057860466000000,2816
FileNameCache.totalMisses,1788057800429000000,1788057860466000000,0
VFS.fileByIdCache.hits,1788057800429000000,1788057860466000000,0
VFS.fileByIdCache.misses,1788057800429000000,1788057860466000000,0
VFS.invertedFileNameIndex.requests,1788057800429000000,1788057860466000000,0
VFS.fileChildByName,1788057800429000000,1788057860466000000,8
